ID_Local,Rubro,Superficie_m2,Metros_Vidriera,Inversion_CAPEX_USD,Alquiler_Mensual_USD,Transito_Peatonal_Pico,Puntos_Interes_Proximos,Distancia_Ancla_Metros,Ubicacion_Esquina,Nivel_Socioeconomico,Densidad_Competencia,Venta_Online_Pct,Ticket_Promedio_USD,Margen_EBITDA_Pct,Ventas_Anuales_Totales_USD
2304,Cosmética,75,15.6,42324,8113,680,9,1,0,ABC1,15,0.52,97,0.39,652953
2305,Cosmética,74,25.0,44728,5492,694,8,73,1,ABC1,6,0.32,62,0.41,759364
2306,Cosmética,80,17.8,48106,4738,619,8,16,0,C3,10,0.45,40,0.34,269953
2307,Cosmética,56,15.1,78681,4916,844,7,505,1,C2,11,0.31,65,0.36,478417
2308,Cosmética,63,9.9,43861,4775,755,8,16,0,D,16,0.37,47,0.31,282234
2309,Cosmética,77,14.0,68973,6219,492,6,91,0,C2,6,0.34,40,0.35,355324
2310,Cosmética,55,24.2,59227,5138,818,8,181,1,C3,6,0.39,62,0.33,412737
2311,Cosmética,88,16.7,62901,5634,537,7,33,0,C2,8,0.42,65,0.38,534721
2312,Cosmética,93,25.0,46686,5360,498,6,15,0,ABC1,7,0.48,70,0.35,572883
2313,Cosmética,97,24.2,37954,6056,638,4,302,0,ABC1,6,0.41,66,0.32,407145
2314,Cosmética,70,14.4,68566,2552,558,4,192,0,D,17,0.54,62,0.42,257442
2315,Cosmética,72,20.9,54245,6451,577,7,347,0,ABC1,12,0.5,63,0.3,558815
2316,Cosmética,58,25.0,46571,6387,661,5,118,1,ABC1,11,0.35,85,0.34,381654
2317,Cosmética,84,15.9,58409,5635,632,7,241,0,C3,12,0.35,62,0.39,256585
2318,Cosmética,72,15.4,64145,5113,690,5,15,0,D,8,0.46,36,0.37,442742
2319,Cosmética,90,25.0,51132,3355,868,8,1,1,C3,9,0.48,48,0.36,563699
2320,Cosmética,83,25.0,67879,5015,668,7,6,1,C3,14,0.38,64,0.39,449059
2321,Cosmética,71,16.4,39764,4499,467,9,260,0,C3,7,0.54,78,0.35,506581
2322,Cosmética,84,22.6,52291,3799,797,7,18,0,C2,7,0.52,45,0.33,371963
2323,Cosmética,90,25.0,51673,4136,752,6,78,1,C2,7,0.33,74,0.36,698254
2324,Cosmética,56,9.9,76309,4459,729,4,192,0,C2,16,0.32,73,0.41,247004
2325,Cosmética,83,20.6,65935,4814,525,6,676,0,C3,11,0.52,44,0.32,333694
2326,Cosmética,81,22.9,60399,4494,490,7,16,1,D,5,0.31,39,0.35,361569
2327,Cosmética,83,24.9,61302,4962,586,5,440,1,ABC1,6,0.39,70,0.34,399197
2328,Cosmética,80,25.0,49133,4895,620,5,67,1,C2,10,0.53,66,0.3,444709
2329,Cosmética,66,11.3,72373,3356,458,3,364,0,D,7,0.36,49,0.32,261317
2330,Cosmética,74,17.9,74367,7715,751,4,74,0,ABC1,11,0.4,46,0.34,536584
2331,Cosmética,95,23.8,76981,5368,571,6,180,0,C2,7,0.32,54,0.33,523778
2332,Cosmética,87,25.0,51213,6842,564,6,269,1,ABC1,1,0.32,87,0.41,255441
2333,Cosmética,56,15.0,37467,4177,591,4,26,0,C3,13,0.39,52,0.3,241444
2334,Cosmética,84,18.3,59272,4675,451,3,315,0,D,3,0.38,34,0.32,134125
2335,Cosmética,68,13.1,61121,5169,729,3,378,0,ABC1,2,0.47,50,0.39,305740
2336,Cosmética,74,20.7,56918,3726,777,6,150,1,D,17,0.51,51,0.35,233831
2337,Cosmética,97,22.5,41642,4391,732,6,132,0,C3,5,0.39,66,0.39,507627
2338,Cosmética,62,20.7,36293,4622,636,7,60,1,ABC1,14,0.37,96,0.4,341878
2339,Cosmética,57,16.6,39843,7305,472,7,172,0,ABC1,7,0.31,45,0.32,484240
2340,Cosmética,78,22.5,57825,3764,777,7,192,1,D,8,0.45,44,0.39,355522
2341,Cosmética,56,22.5,58490,4316,755,6,375,1,D,8,0.36,59,0.39,386108
2342,Cosmética,56,14.7,55699,5206,693,6,216,0,C2,6,0.4,63,0.35,487280
2343,Cosmética,74,11.7,75798,4800,670,8,176,0,D,12,0.35,42,0.31,202393
2344,Cosmética,70,18.4,69822,5573,642,6,81,0,C3,11,0.52,53,0.3,383144
2345,Cosmética,94,25.0,48523,5310,762,4,7,1,C3,11,0.41,62,0.35,459624
2346,Cosmética,82,21.1,60172,4907,689,7,88,0,C2,3,0.42,61,0.32,493367
2347,Cosmética,75,14.5,64948,6166,798,6,105,0,C3,5,0.36,60,0.33,333434
2348,Cosmética,79,25.0,63981,6109,798,8,42,1,C2,6,0.54,44,0.3,635953
2349,Cosmética,90,23.5,70629,4508,579,5,156,1,D,14,0.53,55,0.36,485123
2350,Cosmética,60,14.0,40684,5067,509,5,104,0,D,5,0.36,56,0.3,336281
2351,Cosmética,83,21.7,49157,4923,642,6,102,0,C2,9,0.32,41,0.36,243866
2352,Cosmética,89,14.7,57104,4504,590,9,13,0,D,11,0.4,56,0.31,494314
2353,Cosmética,77,16.6,74111,3407,529,6,838,0,D,15,0.31,32,0.34,260553
2354,Cosmética,93,25.0,45681,6265,708,7,92,1,C3,9,0.41,65,0.41,550253
2355,Cosmética,56,10.9,50126,6789,548,4,85,0,C2,7,0.37,38,0.39,279401
2356,Cosmética,95,25.0,47356,3362,587,4,503,1,C3,8,0.38,41,0.42,294009
2357,Cosmética,85,15.0,63903,5069,487,8,611,0,C2,6,0.39,42,0.33,246713
2358,Cosmética,93,18.8,45611,4261,768,7,57,0,D,9,0.45,35,0.37,257324
2359,Cosmética,75,12.8,69239,5534,527,6,202,0,C3,15,0.51,54,0.34,313683
2360,Cosmética,84,17.9,60551,4283,495,8,191,0,C3,7,0.48,63,0.38,347700
2361,Cosmética,63,12.1,57875,4427,620,5,745,0,C2,15,0.46,72,0.33,185355
2362,Cosmética,83,22.3,51310,4763,656,8,725,0,C3,12,0.34,43,0.35,270231
2363,Cosmética,97,25.0,61252,4809,536,4,65,1,C3,8,0.42,61,0.31,240943
2364,Cosmética,65,13.1,45853,3572,712,6,333,0,C3,5,0.45,75,0.37,388540
2365,Cosmética,99,21.8,57465,4151,553,6,460,1,D,3,0.43,32,0.32,356792
2366,Cosmética,61,12.2,58915,3832,547,6,48,0,D,7,0.37,44,0.4,248238
2367,Cosmética,97,21.5,70236,2520,516,3,99,1,D,3,0.52,42,0.33,392558
2368,Cosmética,67,13.8,63682,3187,538,3,532,0,C3,10,0.31,60,0.38,277686
2369,Cosmética,96,24.7,63960,6419,616,6,209,0,C2,4,0.43,38,0.39,491758
2370,Cosmética,72,14.1,59335,8579,581,9,79,0,ABC1,9,0.51,104,0.39,490265
2371,Cosmética,74,15.2,49679,3746,474,2,263,0,C3,13,0.53,68,0.39,199307
2372,Cosmética,59,11.3,71964,3584,731,3,50,0,C2,15,0.35,76,0.38,446687
2373,Cosmética,55,11.2,35783,4639,546,6,320,0,D,5,0.44,67,0.41,321053
2374,Cosmética,80,19.6,65492,5255,728,6,261,0,C3,11,0.54,59,0.34,429905
2375,Cosmética,84,17.5,78724,3710,780,4,289,0,C2,4,0.32,75,0.34,312796
2376,Cosmética,60,10.3,65848,3001,640,8,45,0,D,5,0.34,40,0.37,254571
2377,Cosmética,92,17.5,66215,2829,546,6,42,0,D,10,0.46,62,0.35,371787
2378,Cosmética,91,25.0,40015,4307,841,3,13,1,C3,2,0.46,37,0.41,487253
2379,Cosmética,61,11.8,45041,5508,778,6,58,0,C3,5,0.46,56,0.4,535921
2380,Cosmética,95,19.8,44935,4697,521,8,151,0,ABC1,3,0.38,89,0.33,361949
2381,Cosmética,61,15.4,68012,4873,657,4,436,1,D,15,0.52,32,0.32,415345
2382,Cosmética,77,25.0,49553,4247,549,6,535,1,C3,14,0.48,43,0.41,276905
2383,Cosmética,86,25.0,74688,7145,644,4,26,1,C2,14,0.44,68,0.42,343498
2384,Cosmética,68,13.8,57565,5007,612,9,113,0,C2,8,0.36,48,0.31,346485
2385,Cosmética,55,17.8,73628,6018,750,5,634,1,C3,6,0.46,63,0.41,290440
2386,Cosmética,67,25.0,53564,5954,671,6,225,1,C3,17,0.48,36,0.42,367085
2387,Cosmética,72,13.1,54882,4576,717,4,281,0,D,16,0.33,37,0.31,317067
2388,Cosmética,79,20.9,59342,5836,503,6,268,0,C3,15,0.41,79,0.4,333747
2389,Cosmética,98,24.5,64995,7310,552,5,20,0,ABC1,14,0.52,52,0.34,326625
2390,Cosmética,95,25.0,37650,3754,577,4,16,1,C2,9,0.52,42,0.37,470339
2391,Cosmética,70,14.8,57055,7537,653,8,81,0,ABC1,6,0.54,65,0.31,496727
2392,Cosmética,80,17.5,68431,4643,728,7,58,0,ABC1,14,0.5,81,0.31,439785
2393,Cosmética,57,14.6,64613,3693,722,6,341,0,C3,15,0.43,74,0.36,315866
2394,Cosmética,92,21.4,36927,5475,589,6,253,0,C3,3,0.34,65,0.4,216575
2395,Cosmética,68,15.5,72264,6312,652,4,125,0,C2,9,0.48,66,0.4,444712
2396,Cosmética,85,15.3,42336,3607,722,6,324,0,C3,6,0.54,54,0.4,478957
2397,Cosmética,66,10.4,53950,5175,692,6,382,0,D,4,0.36,37,0.35,239359
2398,Cosmética,78,16.1,53922,5532,591,4,196,0,C3,14,0.41,49,0.38,199859
2399,Cosmética,93,15.8,53347,4991,725,6,114,0,D,13,0.51,67,0.41,375562
2400,Cosmética,90,20.8,60393,2929,796,3,158,0,D,7,0.39,53,0.36,436436
2401,Deportes,115,25.0,93296,9948,565,4,44,0,ABC1,3,0.63,147,0.27,461359
2402,Deportes,162,25.0,103447,6841,414,6,323,0,C2,8,0.43,106,0.27,351262
2403,Deportes,171,21.8,76837,7009,543,5,280,1,D,1,0.49,82,0.26,313716
2404,Deportes,165,25.0,126936,7846,636,4,173,1,C3,17,0.47,108,0.25,639792
2405,Deportes,119,25.0,125237,5114,419,5,459,0,C3,17,0.64,93,0.25,222199
2406,Deportes,149,25.0,136321,6039,473,4,37,0,C3,12,0.62,119,0.23,405529
2407,Deportes,139,25.0,70543,7071,523,6,70,0,ABC1,10,0.49,92,0.28,522719
2408,Deportes,143,25.0,67493,6831,504,5,6,0,C3,5,0.5,101,0.23,368660
2409,Deportes,176,22.6,87169,6884,534,4,112,0,D,4,0.49,95,0.28,451085
2410,Deportes,133,25.0,106773,5933,386,5,137,0,C2,5,0.59,79,0.27,555418
2411,Deportes,168,25.0,101624,7698,471,4,29,1,C3,6,0.44,63,0.27,229357
2412,Deportes,165,25.0,93267,8724,631,7,204,1,C2,4,0.63,92,0.24,671038
2413,Deportes,124,21.3,95603,7779,435,2,85,0,D,12,0.64,92,0.27,375449
2414,Deportes,117,21.4,106130,10752,414,8,296,0,C2,8,0.37,136,0.29,327247
2415,Deportes,129,22.7,88749,6958,450,6,47,1,D,10,0.44,57,0.25,340544
2416,Deportes,147,25.0,128266,5913,453,6,303,1,C3,1,0.55,90,0.23,363286
2417,Deportes,124,25.0,80548,8380,406,2,160,0,ABC1,14,0.49,96,0.24,433316
2418,Deportes,118,25.0,123871,6584,573,5,28,1,ABC1,8,0.63,101,0.25,509075
2419,Deportes,103,25.0,117142,8053,591,5,24,1,ABC1,4,0.44,82,0.29,322222
2420,Deportes,118,21.9,97602,5999,463,5,24,1,D,4,0.63,79,0.29,247843
2421,Deportes,125,21.7,118684,4718,392,7,84,0,D,6,0.46,87,0.25,254359
2422,Deportes,128,25.0,98915,6695,540,7,285,0,C3,10,0.59,70,0.27,419771
2423,Deportes,164,25.0,91520,6436,440,4,150,0,ABC1,2,0.57,95,0.28,552542
2424,Deportes,142,25.0,136018,5989,531,6,16,1,C3,7,0.5,84,0.25,442346
2425,Deportes,165,25.0,100658,8886,474,6,66,0,C2,5,0.54,87,0.27,566737
2426,Deportes,117,25.0,109185,6219,425,5,243,0,C2,10,0.52,71,0.28,384982
2427,Deportes,124,25.0,86588,8404,509,5,197,0,C3,13,0.38,68,0.24,499022
2428,Deportes,129,25.0,119807,10065,583,4,21,0,C2,2,0.47,108,0.29,679781
2429,Deportes,154,22.1,62755,4744,481,6,134,0,D,7,0.58,64,0.25,244126
2430,Deportes,156,25.0,122593,6268,428,4,32,0,C3,12,0.45,79,0.26,353984
2431,Deportes,100,22.7,105894,6269,441,7,308,0,C3,10,0.47,93,0.28,303238
2432,Deportes,118,25.0,111548,6062,636,3,117,1,C3,15,0.57,110,0.27,529207
2433,Deportes,146,25.0,74623,9578,511,8,317,0,C2,2,0.44,72,0.25,276090
2434,Deportes,125,24.1,89258,7659,579,4,12,0,C2,9,0.6,125,0.27,528363
2435,Deportes,148,22.2,128785,4563,431,7,415,0,D,18,0.6,85,0.29,379119
2436,Deportes,127,25.0,87779,7029,666,8,251,1,C3,4,0.62,114,0.28,483771
2437,Deportes,138,25.0,62247,8430,539,7,556,0,C3,5,0.4,109,0.28,274887
2438,Deportes,170,25.0,95825,6546,448,6,127,0,C3,19,0.46,97,0.24,285613
2439,Deportes,108,25.0,114242,7533,502,6,144,0,ABC1,11,0.51,137,0.29,483892
2440,Deportes,175,25.0,94652,4839,385,8,242,0,C3,12,0.41,104,0.25,329421
2441,Deportes,110,22.5,105865,5509,441,4,288,0,C3,12,0.55,108,0.23,359534
2442,Deportes,163,23.1,83573,4862,541,4,276,1,D,14,0.49,62,0.29,301286
2443,Deportes,128,25.0,95597,10411,403,4,40,1,C2,16,0.58,82,0.27,469185
2444,Deportes,145,25.0,88704,8230,629,4,92,1,C2,5,0.58,87,0.26,564910
2445,Deportes,116,20.3,83989,7325,432,7,84,0,D,6,0.44,75,0.27,228411
2446,Deportes,169,25.0,122987,9445,581,6,15,0,ABC1,2,0.63,122,0.24,771758
2447,Deportes,145,25.0,125933,10103,665,6,12,1,ABC1,18,0.44,137,0.27,628691
2448,Deportes,153,25.0,82776,8008,495,7,198,1,C3,10,0.38,109,0.28,555317
2449,Deportes,104,25.0,95578,5711,398,3,22,0,C3,11,0.58,113,0.26,408747
2450,Deportes,104,25.0,72115,6698,566,3,77,0,C3,13,0.46,120,0.3,439295
2451,Deportes,104,24.8,75043,6586,520,6,24,0,C2,11,0.36,126,0.3,593524
2452,Deportes,103,25.0,139691,7527,454,6,163,0,C2,8,0.49,91,0.28,414403
2453,Deportes,152,25.0,138437,10912,512,5,38,1,ABC1,7,0.53,153,0.22,764809
2454,Deportes,150,25.0,106439,11487,573,7,16,0,ABC1,6,0.38,137,0.24,715370
2455,Deportes,150,25.0,62496,9970,586,5,197,0,ABC1,14,0.6,103,0.23,385105
2456,Deportes,142,25.0,103125,7918,597,3,44,0,C3,7,0.56,74,0.3,530685
2457,Deportes,149,21.9,136510,5918,535,4,411,0,D,12,0.35,87,0.3,460819
2458,Deportes,142,25.0,87845,9602,452,6,37,0,ABC1,13,0.43,97,0.29,635917
2459,Deportes,160,22.4,80804,5918,460,5,54,0,D,9,0.37,77,0.26,263995
2460,Deportes,127,25.0,117628,6293,443,2,52,1,C3,3,0.52,95,0.28,512730
2461,Deportes,139,25.0,125425,5866,534,5,239,0,C2,7,0.6,96,0.24,323055
2462,Deportes,113,25.0,83035,4902,444,8,155,0,C3,14,0.61,74,0.22,319361
2463,Deportes,123,25.0,94230,5941,650,5,147,1,C3,11,0.49,85,0.29,417051
2464,Deportes,152,25.0,95994,6484,565,6,46,1,C3,10,0.48,103,0.28,475132
2465,Deportes,150,25.0,121873,5087,499,8,200,0,C3,2,0.55,66,0.23,379508
2466,Deportes,171,25.0,68804,8364,399,7,243,0,C2,12,0.49,79,0.22,409505
2467,Deportes,154,25.0,132972,6682,594,8,184,0,C2,14,0.41,110,0.23,759180
2468,Deportes,132,21.7,68493,5134,433,8,243,0,D,6,0.54,59,0.25,309615
2469,Deportes,143,25.0,95615,6980,560,5,296,1,ABC1,14,0.47,150,0.29,420125
2470,Deportes,152,25.0,106770,7317,588,6,25,0,ABC1,11,0.61,142,0.29,510955
2471,Deportes,138,25.0,70134,5892,459,6,248,1,C2,13,0.49,112,0.25,426402
2472,Deportes,172,25.0,86982,10824,504,4,374,0,ABC1,10,0.46,88,0.27,305927
2473,Deportes,132,25.0,77679,6655,404,4,75,1,C2,16,0.64,83,0.28,583998
2474,Deportes,111,23.7,79605,5307,520,2,552,0,D,5,0.49,73,0.26,296083
2475,Deportes,178,25.0,68079,5854,413,9,216,0,C3,10,0.48,116,0.23,534646
2476,Deportes,132,25.0,128042,5379,600,5,483,1,C3,8,0.59,101,0.24,539411
2477,Deportes,112,25.0,114343,8140,456,7,40,0,C3,6,0.64,69,0.24,549375
2478,Deportes,156,25.0,84562,8030,426,2,74,0,C3,6,0.45,117,0.29,372160
2479,Deportes,121,21.5,67125,7037,449,5,34,0,C3,16,0.44,116,0.24,462907
2480,Deportes,131,25.0,110599,6554,481,6,248,0,C2,11,0.59,77,0.25,556485
2481,Deportes,123,25.0,125950,4790,470,5,58,1,C3,16,0.47,108,0.27,384745
2482,Deportes,104,22.9,71688,5464,487,5,10,1,D,11,0.58,97,0.28,350575
2483,Deportes,166,25.0,65656,5855,554,6,50,0,C3,10,0.65,69,0.28,594959
2484,Deportes,173,25.0,137978,7349,503,6,193,0,ABC1,4,0.39,108,0.29,516012
2485,Deportes,147,22.6,112719,7276,557,5,80,0,D,10,0.43,68,0.24,399191
2486,Deportes,104,25.0,86235,7221,436,8,53,1,C3,12,0.64,75,0.23,565898
2487,Deportes,165,25.0,78082,5414,502,5,179,0,C2,6,0.44,129,0.24,322994
2488,Deportes,165,25.0,134480,4854,483,6,46,1,C3,9,0.4,120,0.26,593405
2489,Deportes,109,21.4,66305,6278,416,6,367,0,C3,6,0.47,109,0.3,254239
2490,Deportes,105,18.1,116313,8450,484,8,2,0,C2,6,0.48,69,0.25,661929
2491,Deportes,115,25.0,109551,5905,480,4,50,0,ABC1,11,0.47,84,0.22,620306
2492,Deportes,148,25.0,83082,8945,519,5,495,0,C2,11,0.39,124,0.29,456091
2493,Deportes,169,25.0,64747,7871,501,7,246,0,C3,12,0.48,119,0.29,344594
2494,Deportes,148,22.2,139368,4868,489,6,96,1,D,7,0.51,104,0.27,361785
2495,Deportes,152,25.0,123087,8361,586,3,428,0,C2,13,0.59,90,0.28,518715
2496,Deportes,128,21.6,83986,4425,560,8,243,0,D,7,0.47,88,0.25,592937
2497,Deportes,115,25.0,99490,6338,636,5,422,1,C2,5,0.36,100,0.28,606829
2498,Deportes,155,22.2,75217,4969,525,5,69,0,D,12,0.5,94,0.23,494979
2499,Deportes,118,21.4,93244,6010,586,6,126,0,D,16,0.47,75,0.28,279888
2500,Deportes,154,25.0,110770,6020,463,4,783,1,C3,5,0.61,89,0.24,431311
2501,Deportes,171,25.0,99030,8544,522,5,52,0,ABC1,6,0.53,100,0.27,363369
2502,Deportes,178,25.0,126179,8634,463,8,443,0,C3,10,0.52,99,0.26,326786
2503,Deportes,103,19.4,105117,7674,431,8,139,0,C3,16,0.64,71,0.24,367815
2504,Deportes,120,21.6,124447,5824,589,5,149,1,D,4,0.65,56,0.25,407410
2505,Deportes,146,22.0,68157,6144,524,8,53,0,D,6,0.55,96,0.3,471462
2506,Deportes,172,23.3,122126,7020,497,9,191,0,D,6,0.44,63,0.29,358924
2507,Deportes,156,22.2,134909,4234,582,5,27,0,D,6,0.38,82,0.25,496229
2508,Deportes,126,22.3,127467,7360,408,2,107,0,D,10,0.64,80,0.23,326140
2509,Deportes,132,25.0,100644,8027,587,4,329,0,C2,8,0.37,91,0.28,446040
2510,Deportes,140,25.0,96103,10402,572,5,17,0,C2,15,0.64,111,0.24,658124
2511,Deportes,160,25.0,128222,8994,429,7,25,1,C3,8,0.42,112,0.26,345355
2512,Deportes,161,25.0,99739,8111,567,9,88,0,C2,3,0.42,138,0.29,616748
2513,Deportes,150,25.0,67948,9684,532,5,166,1,C2,5,0.45,129,0.29,589311
2514,Deportes,116,23.3,109570,10374,404,7,196,0,ABC1,7,0.54,84,0.27,512279
2515,Deportes,162,25.0,74264,8204,535,3,421,0,C3,5,0.36,68,0.24,301484
2516,Deportes,173,22.0,113538,6937,422,5,6,0,D,6,0.38,84,0.28,248632
2517,Deportes,119,22.1,124515,6222,453,7,11,0,D,11,0.48,108,0.24,298014
2518,Deportes,151,25.0,94312,5830,651,5,82,1,C3,12,0.42,78,0.25,577894
2519,Deportes,172,25.0,104808,7379,554,7,466,1,C3,4,0.56,82,0.26,537867
2520,Deportes,129,22.3,60662,5143,412,7,21,0,D,10,0.55,96,0.29,451502
2521,Deportes,151,25.0,127967,5414,550,4,4,0,C3,7,0.38,88,0.25,474542
2522,Deportes,175,25.0,130108,7220,422,8,156,0,C3,17,0.35,76,0.25,404000
2523,Deportes,159,25.0,62382,7945,396,5,94,0,C2,16,0.41,117,0.26,379105
2524,Deportes,165,25.0,82681,7449,491,5,379,0,C3,13,0.48,84,0.23,424366
2525,Deportes,150,23.6,89987,6771,461,6,305,0,D,16,0.52,81,0.26,234669
2526,Deportes,111,21.1,123780,7063,419,6,414,0,C2,9,0.39,92,0.25,378875
2527,Deportes,126,22.1,134614,6912,500,3,68,1,D,8,0.41,86,0.29,228233
2528,Deportes,144,25.0,138160,5055,405,5,137,0,C3,6,0.45,118,0.22,463314
2529,Deportes,113,21.2,104544,4965,559,6,743,0,C3,14,0.36,94,0.29,392753
2530,Deportes,124,25.0,105524,7454,538,5,179,0,ABC1,5,0.42,141,0.26,541737
2531,Deportes,164,25.0,112549,9031,587,5,90,1,C3,10,0.43,85,0.28,563808
2532,Deportes,119,20.9,127932,6902,407,5,23,0,C2,4,0.54,133,0.28,412873
2533,Deportes,140,25.0,109911,6778,558,2,97,0,C2,16,0.36,118,0.23,584594
2534,Deportes,163,22.4,112971,5878,423,4,392,0,D,7,0.59,77,0.27,357320
2535,Deportes,100,25.0,68889,8081,524,6,142,1,C3,5,0.43,106,0.29,521427
2536,Deportes,176,22.9,114969,6832,530,4,173,1,D,11,0.38,82,0.28,377297
2537,Deportes,142,21.5,68748,6982,413,4,56,0,D,17,0.44,73,0.3,307523
2538,Deportes,120,23.2,82010,7648,599,8,8,0,D,11,0.64,99,0.26,609239
2539,Deportes,117,20.7,138875,5043,563,4,87,0,D,13,0.49,52,0.24,438891
2540,Deportes,177,25.0,112727,11135,401,5,140,1,ABC1,14,0.45,105,0.24,436258
2541,Deportes,107,25.0,123144,7560,563,8,6,0,C3,9,0.56,84,0.25,364602
2542,Deportes,107,23.5,116275,6793,548,7,219,0,D,14,0.65,94,0.27,462182
2543,Deportes,160,25.0,61867,8601,572,3,213,0,C2,10,0.39,112,0.28,419518
2544,Deportes,134,25.0,133494,7756,616,8,220,1,ABC1,15,0.45,147,0.27,795223
2545,Deportes,130,23.0,91768,7717,549,6,33,0,C3,16,0.51,101,0.26,427088
2546,Deportes,125,25.0,79369,8500,584,6,197,0,ABC1,4,0.58,124,0.29,741808
2547,Deportes,114,25.0,85367,5737,498,3,195,0,C2,9,0.49,117,0.23,396102
2548,Deportes,178,25.0,91422,8666,446,5,1000,0,ABC1,5,0.64,124,0.25,369986
2549,Deportes,147,25.0,131280,8519,395,4,201,0,C3,10,0.61,122,0.25,544360
2550,Deportes,176,22.4,117622,5263,436,5,180,1,D,6,0.45,104,0.25,299048
2551,Deportes,175,22.8,108169,5353,424,7,45,1,D,7,0.44,53,0.25,386114
2552,Deportes,109,20.0,95876,5141,484,6,254,0,C2,6,0.41,95,0.28,501881
2553,Deportes,111,22.0,67908,9414,538,4,108,0,C2,14,0.48,119,0.24,627121
2554,Deportes,168,25.0,135780,9015,520,7,71,0,C2,7,0.39,112,0.29,344873
2555,Deportes,157,25.0,64039,8514,478,6,136,0,C3,8,0.64,80,0.27,317731
2556,Deportes,179,25.0,126103,6957,570,6,66,1,ABC1,11,0.51,81,0.27,523152
2557,Deportes,122,20.7,84582,7453,554,5,66,0,D,3,0.37,92,0.29,467458
2558,Deportes,161,25.0,82545,7312,404,7,125,0,C3,6,0.52,121,0.28,452247
2559,Deportes,108,25.0,86744,6075,515,5,405,0,C3,13,0.6,115,0.24,208138
2560,Deportes,133,25.0,100104,8702,409,4,359,0,C2,7,0.55,92,0.24,282141
2561,Deportes,150,25.0,125245,6168,596,5,2,0,ABC1,18,0.53,146,0.23,417360
2562,Deportes,105,21.3,131466,5078,604,5,212,1,D,8,0.6,57,0.23,422235
2563,Deportes,156,23.7,137575,5832,488,6,201,0,D,13,0.45,78,0.26,251617
2564,Deportes,108,20.1,133860,6883,537,2,313,0,C2,6,0.57,85,0.24,345092
2565,Deportes,161,25.0,70258,8750,434,7,182,0,C2,11,0.45,101,0.28,473257
2566,Deportes,133,22.3,125531,5439,558,4,539,0,D,5,0.63,60,0.26,319552
2567,Deportes,129,25.0,70494,8384,569,7,141,0,C2,10,0.39,130,0.23,531003
2568,Deportes,145,25.0,127132,5257,505,5,1000,1,C3,12,0.44,120,0.27,221862
2569,Deportes,138,25.0,124262,5309,447,5,17,0,C3,15,0.52,82,0.28,395169
2570,Deportes,177,25.0,112660,5739,397,5,226,0,C3,15,0.4,71,0.23,259687
2571,Deportes,147,25.0,120455,9121,582,5,125,0,ABC1,10,0.42,145,0.29,416190
2572,Deportes,132,25.0,139674,6321,491,7,287,1,ABC1,14,0.44,122,0.28,410987
2573,Deportes,148,23.7,86198,4433,392,5,58,0,D,13,0.49,68,0.24,386902
2574,Deportes,142,21.8,62740,7056,559,7,70,0,D,10,0.63,92,0.28,622027
2575,Deportes,161,25.0,66636,8564,398,6,365,0,ABC1,12,0.47,139,0.27,356430
2576,Deportes,142,25.0,132824,5970,434,5,11,0,C3,9,0.49,84,0.28,461730
2577,Deportes,106,25.0,135339,6082,456,4,50,0,C2,6,0.53,138,0.24,587431
2578,Deportes,137,21.7,135256,4521,616,8,117,1,D,6,0.42,78,0.23,301665
2579,Deportes,129,25.0,100316,10807,467,6,49,0,C2,9,0.37,82,0.25,323478
2580,Deportes,147,23.3,61421,4004,417,4,21,0,D,10,0.39,105,0.26,262365
2581,Deportes,176,25.0,107841,8584,483,5,83,1,C3,11,0.44,78,0.23,359652
2582,Deportes,163,25.0,135809,8567,577,6,460,0,ABC1,11,0.36,138,0.3,465563
2583,Deportes,115,25.0,117631,8146,543,2,129,1,C3,5,0.54,111,0.25,296531
2584,Deportes,100,22.1,120933,6498,658,4,595,1,D,14,0.54,79,0.3,425189
2585,Deportes,140,23.5,128450,4052,587,5,431,0,D,5,0.64,49,0.26,290693
2586,Deportes,168,25.0,128939,7286,448,5,337,0,C3,15,0.56,79,0.25,264697
2587,Deportes,163,25.0,113288,5264,388,4,85,0,C3,4,0.36,76,0.26,269638
2588,Deportes,102,18.0,122888,6366,454,5,139,0,C2,9,0.52,93,0.24,565231
2589,Deportes,133,25.0,90729,9890,396,7,34,0,ABC1,9,0.52,120,0.29,535650
2590,Deportes,169,25.0,93227,7510,633,6,27,1,C3,6,0.5,78,0.23,529772
2591,Deportes,126,25.0,113493,6462,568,7,51,0,C3,11,0.46,83,0.23,316328
2592,Deportes,169,25.0,73492,9641,491,6,30,1,C2,14,0.6,77,0.26,654255
2593,Deportes,173,23.7,92647,7307,459,9,77,0,D,9,0.37,80,0.22,269105
2594,Deportes,120,25.0,81668,7976,470,5,335,0,ABC1,12,0.46,76,0.26,330718
2595,Deportes,125,25.0,93588,5930,484,7,173,0,C3,8,0.53,91,0.25,368668
2596,Deportes,143,25.0,131060,7183,439,7,578,1,ABC1,16,0.65,161,0.23,665242
2597,Deportes,172,25.0,106384,8111,408,5,68,0,C3,8,0.61,111,0.28,519470
2598,Deportes,169,25.0,81268,8275,412,4,568,1,C3,12,0.56,90,0.23,379908
2599,Deportes,146,25.0,117912,9236,391,8,232,0,C3,11,0.45,98,0.29,431224
2600,Deportes,149,22.6,127549,8225,562,5,550,0,D,12,0.54,97,0.25,251225
