ID_Local,Rubro,Superficie_m2,Metros_Vidriera,Inversion_CAPEX_USD,Antiguedad_Anios,Inversion_Marketing_Mensual_USD,Alquiler_Mensual_USD,Transito_Peatonal_Pico,Puntos_Interes_Proximos,Distancia_Ancla_Metros,Ubicacion_Esquina,Nivel_Socioeconomico,Densidad_Poblacional_Hab_Km2,Tipo_Ubicacion,Densidad_Competencia,Venta_Online_Pct,Ticket_Promedio_USD,Posicionamiento_Precio,Margen_EBITDA_Pct,Ventas_Anuales_Totales_USD
3666,Panadería,75,15.1,149264,1.4,430,4770,707,7,141,0,C2,13456,Centro Comercial,9,0.05,16,Medio,0.35,613652
3667,Panadería,62,13.8,109206,14.8,357,2953,466,2,611,0,ABC1,7996,Barrio Residencial,5,0.14,11,Económico,0.39,292135
3668,Panadería,70,11.5,135227,4.3,414,2397,554,5,249,1,D,21940,Calle Comercial,11,0.09,13,Medio,0.31,325813
3669,Panadería,96,16.2,140424,8.2,279,2322,382,2,739,0,C3,17082,Barrio Residencial,6,0.15,13,Medio,0.34,155525
3670,Panadería,96,23.8,151647,0.0,222,5693,848,8,78,0,ABC1,7567,Centro Comercial,6,0.11,30,Medio-Alto,0.36,982708
3671,Panadería,86,20.6,108746,2.2,109,2906,746,6,94,0,D,24506,Calle Comercial,7,0.15,17,Económico,0.37,300742
3672,Panadería,81,10.5,157730,5.1,209,6196,898,6,160,0,ABC1,6790,Centro Comercial,6,0.17,9,Medio,0.33,879268
3673,Panadería,89,10.4,91056,0.8,432,2480,423,2,798,0,D,15868,Barrio Residencial,3,0.03,20,Premium,0.37,144207
3674,Panadería,89,16.9,140537,3.5,138,3904,842,7,68,0,D,23493,Centro Comercial,11,0.17,14,Económico,0.37,538683
3675,Panadería,57,7.0,90647,11.1,140,1964,615,8,84,0,D,17688,Centro Comercial,8,0.19,19,Medio-Alto,0.39,426609
3676,Panadería,64,12.1,115153,2.0,236,2149,449,3,513,1,C3,21809,Barrio Residencial,5,0.15,20,Económico,0.37,211963
3677,Panadería,98,23.3,189430,3.6,397,5792,691,8,33,1,C3,16177,Shopping,9,0.09,19,Medio,0.37,776016
3678,Panadería,85,16.1,122081,14.7,270,2979,752,7,264,1,C3,16476,Calle Comercial,12,0.03,19,Medio,0.34,584087
3679,Panadería,54,9.4,102058,12.7,237,2992,623,6,202,0,C2,16935,Centro Comercial,8,0.19,15,Económico,0.35,701882
3680,Panadería,95,15.9,161004,1.2,293,4625,728,7,346,1,C2,17121,Calle Comercial,5,0.16,11,Medio,0.4,458922
3681,Panadería,76,8.9,98750,14.4,90,6659,688,8,88,1,ABC1,6820,Centro Comercial,7,0.12,10,Medio,0.4,996996
3682,Panadería,63,10.7,98340,2.1,440,1789,594,4,166,0,D,20942,Calle Comercial,14,0.04,16,Medio,0.32,261929
3683,Panadería,62,8.3,87242,14.8,249,4157,770,7,269,0,ABC1,5116,Calle Comercial,12,0.03,20,Medio,0.34,718895
3684,Panadería,78,11.2,110424,11.8,451,4235,806,4,451,0,C2,13391,Calle Comercial,9,0.06,19,Medio,0.33,547629
3685,Panadería,95,23.0,141401,7.5,415,5513,846,7,253,0,C3,14882,Centro Comercial,12,0.16,9,Medio,0.34,624431
3686,Panadería,80,8.8,125630,11.3,174,3722,804,4,581,0,C2,11964,Calle Comercial,6,0.07,13,Económico,0.37,401555
3687,Panadería,75,12.6,82647,1.1,433,3845,732,7,205,0,C3,15174,Centro Comercial,13,0.14,25,Medio,0.38,564237
3688,Panadería,69,8.2,127552,6.2,122,1540,255,5,498,0,C3,12770,Barrio Residencial,2,0.1,15,Económico,0.33,175500
3689,Panadería,88,9.3,167581,1.9,182,2212,412,5,741,0,C3,18212,Barrio Residencial,4,0.1,29,Medio-Alto,0.39,169164
3690,Panadería,94,13.9,139076,12.2,454,3619,740,8,65,0,C3,18856,Calle Comercial,6,0.14,18,Medio,0.4,524644
3691,Panadería,84,19.8,104074,3.1,107,1661,416,5,317,0,D,22025,Barrio Residencial,2,0.05,15,Premium,0.31,149399
3692,Panadería,81,13.7,117452,8.8,431,2757,797,5,199,0,D,16528,Centro Comercial,11,0.15,12,Económico,0.38,429625
3693,Panadería,95,13.3,104516,5.3,102,7147,879,5,83,1,C3,14652,Shopping,11,0.09,25,Medio,0.35,779121
3694,Panadería,80,20.0,130371,11.9,496,3718,551,4,558,0,C2,16348,Calle Comercial,13,0.15,13,Medio,0.34,363024
3695,Panadería,52,9.4,63350,2.5,197,1318,270,2,557,0,D,19488,Barrio Residencial,7,0.13,14,Económico,0.38,129198
3696,Panadería,88,11.0,98337,2.7,329,4305,612,5,304,0,ABC1,9957,Calle Comercial,6,0.08,33,Premium,0.32,559624
3697,Panadería,77,15.7,108480,3.1,319,1909,342,2,705,1,D,22490,Barrio Residencial,5,0.11,9,Medio,0.32,132883
3698,Panadería,55,6.6,82317,6.1,215,1745,253,2,665,1,C2,10536,Barrio Residencial,6,0.06,25,Medio,0.33,223362
3699,Panadería,66,8.2,124907,0.9,420,5005,900,8,254,0,ABC1,11598,Centro Comercial,6,0.1,26,Medio-Alto,0.39,1114209
3700,Panadería,92,17.0,114879,6.5,444,4900,754,7,152,1,C3,20737,Centro Comercial,13,0.0,24,Medio,0.3,662264
3701,Panadería,72,10.4,112436,10.7,496,2641,788,7,225,0,D,21472,Calle Comercial,5,0.0,12,Medio,0.35,334001
3702,Panadería,91,18.3,181745,11.7,380,3620,465,2,459,0,ABC1,10660,Barrio Residencial,4,0.03,13,Económico,0.4,393327
3703,Panadería,93,11.6,115369,7.7,418,4169,711,8,175,0,C3,20303,Centro Comercial,12,0.04,23,Medio,0.32,544348
3704,Panadería,72,12.1,129687,11.6,329,4328,876,9,69,1,D,16688,Shopping,15,0.0,16,Medio-Alto,0.37,836095
3705,Panadería,69,7.2,135922,13.9,412,2958,294,3,662,1,ABC1,5535,Barrio Residencial,7,0.07,25,Medio-Alto,0.39,390140
3706,Panadería,62,11.6,123297,9.0,426,2714,689,8,153,0,D,18940,Centro Comercial,7,0.12,9,Medio,0.38,501478
3707,Panadería,66,7.8,112199,0.1,107,3531,760,5,115,0,C3,21815,Centro Comercial,12,0.09,21,Medio,0.32,592016
3708,Panadería,92,18.7,103188,1.0,469,2887,733,6,484,1,C3,15044,Calle Comercial,12,0.0,25,Premium,0.32,427177
3709,Panadería,93,10.9,97464,8.5,439,10736,636,7,29,0,ABC1,7269,Shopping,8,0.06,19,Económico,0.35,1130469
3710,Panadería,73,9.1,101327,2.8,441,4570,801,6,291,0,C2,12335,Centro Comercial,8,0.05,17,Medio,0.38,743395
3711,Panadería,93,11.2,107542,10.3,146,3864,502,7,295,0,C3,20499,Calle Comercial,6,0.01,19,Económico,0.36,302970
3712,Panadería,93,21.5,102302,3.9,267,7493,694,7,34,0,ABC1,5394,Centro Comercial,6,0.17,24,Medio,0.35,1099537
3713,Panadería,57,6.6,89652,6.0,377,1737,450,4,387,1,C3,14954,Barrio Residencial,6,0.17,13,Medio,0.3,243859
3714,Panadería,99,23.8,130377,9.8,491,10965,895,5,125,0,ABC1,6505,Shopping,11,0.09,10,Económico,0.33,1337092
3715,Panadería,58,8.1,69909,4.0,105,3526,639,7,25,1,ABC1,10468,Centro Comercial,9,0.09,11,Medio-Alto,0.36,971077
3716,Panadería,80,19.5,82412,14.4,230,3119,511,6,591,0,C3,14241,Calle Comercial,11,0.12,11,Económico,0.35,306059
3717,Panadería,85,21.2,142696,3.5,263,2545,352,3,337,1,C2,16957,Barrio Residencial,7,0.16,13,Económico,0.36,240395
3718,Panadería,51,6.1,60669,0.5,384,4603,937,5,124,0,ABC1,7824,Centro Comercial,8,0.18,10,Medio,0.34,970260
3719,Panadería,66,12.8,69413,3.2,182,1703,410,2,316,0,C2,16957,Barrio Residencial,6,0.05,18,Económico,0.39,235771
3720,Panadería,74,11.2,140596,0.7,436,1819,250,3,335,0,C3,18734,Barrio Residencial,5,0.06,25,Medio,0.4,192240
3721,Panadería,85,11.9,154705,14.9,489,7052,901,7,253,0,ABC1,11661,Centro Comercial,10,0.12,13,Económico,0.39,1022803
3722,Panadería,73,12.4,117777,4.1,122,5631,587,5,127,1,C3,18444,Shopping,8,0.12,13,Económico,0.34,604793
3723,Panadería,52,10.3,53469,0.2,298,1635,270,4,310,0,C2,10282,Barrio Residencial,2,0.06,11,Económico,0.39,224499
3724,Panadería,56,10.2,68945,5.2,359,1667,743,4,483,0,C3,17438,Calle Comercial,12,0.2,23,Medio,0.3,394018
3725,Panadería,57,10.4,105259,7.8,460,1766,774,4,78,0,C3,15190,Calle Comercial,8,0.01,12,Medio,0.32,411626
3726,Panadería,53,8.9,95701,2.4,441,3484,717,3,97,0,D,19852,Shopping,15,0.17,15,Económico,0.39,581962
3727,Panadería,56,9.9,111529,14.7,276,3207,774,6,10,0,C2,17205,Centro Comercial,11,0.03,21,Medio,0.33,785439
3728,Panadería,98,13.6,181320,5.3,400,3100,844,8,188,1,C3,16941,Calle Comercial,10,0.11,8,Económico,0.4,402947
3729,Panadería,90,10.2,100208,0.5,330,2849,912,7,74,0,D,21124,Centro Comercial,11,0.16,6,Económico,0.36,430632
3730,Panadería,61,11.9,75767,6.6,376,2422,609,6,287,1,C3,17849,Centro Comercial,6,0.19,19,Medio,0.34,537506
3731,Panadería,60,14.5,98785,3.2,259,3020,791,6,271,0,C2,17925,Centro Comercial,11,0.0,14,Medio,0.4,606133
3732,Panadería,75,15.4,112209,6.5,361,3435,803,6,477,0,C3,17203,Calle Comercial,13,0.08,17,Premium,0.38,320465
3733,Panadería,86,14.6,87065,6.0,409,10206,813,9,6,0,ABC1,6878,Shopping,15,0.16,22,Medio,0.39,1115037
3734,Panadería,96,22.3,187830,5.1,276,3710,825,7,28,0,D,16234,Centro Comercial,6,0.13,20,Económico,0.31,596937
3735,Panadería,58,13.8,110690,3.4,221,1917,429,3,487,1,C2,17679,Barrio Residencial,3,0.15,9,Medio,0.3,262029
3736,Panadería,73,16.2,103703,11.5,380,1920,334,5,568,0,C3,19160,Barrio Residencial,3,0.01,17,Premium,0.39,197203
3737,Panadería,64,11.1,93190,3.1,332,3751,927,5,227,1,C3,14758,Centro Comercial,13,0.07,11,Medio,0.35,573849
3738,Panadería,84,16.4,109523,8.1,169,2710,668,7,116,0,D,21155,Centro Comercial,8,0.18,8,Económico,0.31,472395
3739,Panadería,97,20.1,163982,8.2,192,1850,470,5,514,0,D,20796,Barrio Residencial,5,0.12,12,Medio,0.4,176791
3740,Panadería,59,6.0,77779,5.5,293,2740,939,7,70,0,D,17256,Shopping,16,0.0,15,Medio,0.37,713065
3741,Panadería,64,10.9,100322,11.9,350,3694,692,8,135,1,C3,21818,Shopping,12,0.16,11,Medio,0.34,784998
3742,Panadería,56,10.2,89902,10.6,428,2311,745,7,346,0,C3,16789,Calle Comercial,12,0.02,25,Medio,0.32,501481
3743,Panadería,79,12.6,84066,3.4,401,2618,655,7,285,1,D,15339,Centro Comercial,6,0.11,9,Medio,0.38,464154
3744,Panadería,51,8.0,101106,10.0,412,935,419,5,570,1,D,17296,Barrio Residencial,4,0.1,25,Premium,0.35,212727
3745,Panadería,53,12.4,71110,7.0,102,2433,671,8,591,0,ABC1,7755,Calle Comercial,9,0.13,13,Medio-Alto,0.31,437818
3746,Panadería,94,13.0,102389,1.2,284,4108,892,5,206,0,C3,21175,Centro Comercial,12,0.17,13,Medio,0.33,487329
3747,Panadería,91,18.4,149002,13.2,458,4965,686,5,165,0,C2,10285,Centro Comercial,7,0.06,9,Medio,0.37,608567
3748,Panadería,57,6.7,90885,5.2,110,2249,653,8,228,1,C3,16862,Calle Comercial,8,0.18,16,Económico,0.37,427692
3749,Panadería,78,18.1,127818,5.8,279,3035,711,6,57,1,C3,21019,Centro Comercial,6,0.06,25,Medio,0.34,713540
3750,Panadería,66,12.5,127762,11.7,136,2356,507,4,557,1,C2,11436,Calle Comercial,12,0.02,8,Económico,0.36,324032
3751,Supermercado,297,26.3,518428,1.4,2062,27327,842,8,76,0,C2,17775,Shopping,11,0.26,41,Económico,0.09,2836491
3752,Supermercado,318,27.9,785507,4.1,589,13326,776,5,515,0,C2,17487,Calle Comercial,12,0.27,33,Económico,0.07,1008248
3753,Supermercado,289,26.0,349747,8.1,1529,22572,724,8,159,0,ABC1,6066,Centro Comercial,6,0.15,98,Medio-Alto,0.08,4426869
3754,Supermercado,281,27.1,612343,4.4,2521,9157,816,6,448,0,C3,19660,Calle Comercial,10,0.26,52,Medio-Alto,0.07,1699569
3755,Supermercado,264,26.1,655646,8.4,2068,12487,800,7,269,0,C2,17928,Calle Comercial,14,0.33,60,Medio,0.09,2069977
3756,Supermercado,208,23.4,359578,4.7,564,8555,845,5,260,0,D,17416,Centro Comercial,9,0.31,39,Medio,0.07,1407871
3757,Supermercado,334,29.1,719664,1.8,1767,30703,752,5,109,0,ABC1,10691,Shopping,10,0.17,34,Medio,0.09,3845132
3758,Supermercado,274,25.6,459552,8.2,1921,17467,934,7,226,0,C2,14787,Centro Comercial,8,0.12,64,Medio,0.08,3845798
3759,Supermercado,253,25.2,543761,4.5,2298,11980,337,4,723,0,ABC1,10254,Barrio Residencial,2,0.15,56,Medio,0.08,1144510
3760,Supermercado,370,32.0,529750,13.9,1407,17595,650,7,70,0,C2,13600,Calle Comercial,7,0.31,78,Medio-Alto,0.08,2692434
3761,Supermercado,267,25.1,463976,14.3,2285,10664,365,4,296,0,ABC1,9780,Barrio Residencial,7,0.12,74,Medio-Alto,0.07,2173286
3762,Supermercado,251,25.0,500729,1.5,916,11716,760,7,98,0,C3,15465,Calle Comercial,10,0.28,61,Medio,0.09,1454276
3763,Supermercado,363,36.0,612797,1.7,1471,17253,594,7,116,0,ABC1,5205,Calle Comercial,6,0.39,69,Medio,0.07,2542077
3764,Supermercado,328,29.3,512348,14.1,2247,33607,579,3,11,1,ABC1,9354,Shopping,13,0.16,49,Medio-Alto,0.08,5318983
3765,Supermercado,269,25.1,595956,2.1,2605,7871,798,8,80,0,D,16120,Calle Comercial,5,0.12,39,Medio-Alto,0.08,1429806
3766,Supermercado,391,34.9,724152,13.0,1705,14575,813,5,570,0,C2,15207,Calle Comercial,7,0.13,104,Medio-Alto,0.09,2513548
3767,Supermercado,393,32.2,918125,13.3,2225,13005,705,5,169,1,C3,17926,Calle Comercial,9,0.37,56,Económico,0.08,2309901
3768,Supermercado,286,25.0,386531,12.7,1403,14665,637,6,230,1,C3,21037,Centro Comercial,10,0.38,55,Medio,0.08,2302044
3769,Supermercado,173,21.7,405843,11.9,682,9255,658,5,229,1,C3,14968,Centro Comercial,11,0.16,52,Medio,0.08,2306971
3770,Supermercado,354,30.8,815704,9.2,2646,10712,433,2,497,0,C3,16197,Barrio Residencial,2,0.24,31,Medio,0.07,702280
3771,Supermercado,236,24.2,507337,9.4,1866,6302,470,3,695,0,C2,14268,Barrio Residencial,7,0.15,25,Medio,0.08,656301
3772,Supermercado,364,35.3,872563,5.2,601,18216,306,4,379,0,ABC1,10833,Barrio Residencial,7,0.26,83,Medio-Alto,0.08,1130219
3773,Supermercado,153,24.9,279519,8.6,1832,13662,801,8,259,0,ABC1,5277,Centro Comercial,13,0.35,27,Medio,0.09,3451179
3774,Supermercado,179,19.2,437960,9.6,439,6503,791,5,40,1,D,17669,Centro Comercial,9,0.26,79,Medio-Alto,0.07,2079453
3775,Supermercado,223,23.0,405469,4.5,1886,7567,611,8,195,0,D,18104,Calle Comercial,8,0.23,31,Medio,0.09,1175476
3776,Supermercado,164,23.6,228825,9.9,808,9753,625,7,69,0,C3,18932,Centro Comercial,6,0.23,59,Económico,0.08,1841832
3777,Supermercado,164,21.6,316292,13.7,2003,7023,490,5,643,0,ABC1,9604,Barrio Residencial,3,0.18,41,Medio,0.08,1225327
3778,Supermercado,292,28.0,663034,5.4,2694,15135,769,8,82,1,D,22770,Shopping,10,0.37,25,Económico,0.07,2040070
3779,Supermercado,217,23.1,492907,11.5,1213,9538,601,6,248,1,C3,20560,Calle Comercial,5,0.11,66,Medio,0.08,1574022
3780,Supermercado,291,26.9,711914,3.1,1713,18131,934,5,56,0,C2,11254,Centro Comercial,9,0.15,66,Medio,0.07,3723311
3781,Supermercado,371,36.8,572151,10.7,1654,9298,377,4,302,0,C2,11157,Barrio Residencial,7,0.31,47,Medio,0.07,1086478
3782,Supermercado,237,24.0,298335,0.0,1777,9579,818,6,257,0,C3,15395,Centro Comercial,6,0.26,34,Medio,0.07,1797766
3783,Supermercado,303,25.5,386643,8.8,1382,8116,364,2,351,1,C3,21372,Barrio Residencial,7,0.33,79,Medio,0.08,1073650
3784,Supermercado,390,26.8,939179,5.0,2359,8439,391,4,402,0,D,21827,Barrio Residencial,6,0.27,22,Económico,0.08,659621
3785,Supermercado,332,28.4,441364,4.6,818,10934,301,3,562,0,C3,15852,Barrio Residencial,5,0.3,71,Medio,0.09,604984
3786,Supermercado,329,31.3,797114,11.4,1000,12583,637,5,205,0,D,22392,Calle Comercial,8,0.27,45,Medio,0.09,1072872
3787,Supermercado,179,18.1,371947,14.0,2078,4680,325,4,656,0,C3,18189,Barrio Residencial,7,0.31,53,Medio,0.08,813125
3788,Supermercado,240,24.5,386458,14.9,510,8448,675,7,229,0,D,16969,Centro Comercial,13,0.14,42,Medio,0.07,1405570
3789,Supermercado,251,25.0,308195,11.1,757,7668,715,4,137,0,D,20578,Calle Comercial,14,0.28,71,Premium,0.07,1634962
3790,Supermercado,361,33.5,694843,14.4,1166,14206,692,5,291,1,C3,14431,Calle Comercial,11,0.1,55,Medio-Alto,0.09,1638338
3791,Supermercado,170,21.6,347301,10.2,1474,6842,503,5,270,1,C2,15091,Calle Comercial,9,0.19,78,Medio-Alto,0.08,2005442
3792,Supermercado,279,27.5,493407,11.0,1909,7134,338,3,427,0,C3,15493,Barrio Residencial,4,0.17,66,Medio,0.08,1044096
3793,Supermercado,255,25.1,444126,11.2,2300,13978,796,6,239,0,C2,17944,Centro Comercial,13,0.4,72,Medio-Alto,0.08,3720904
3794,Supermercado,355,26.0,546375,13.0,1153,9351,753,7,145,0,D,23036,Calle Comercial,6,0.21,55,Medio,0.07,1510387
3795,Supermercado,322,28.0,611274,11.8,622,18176,614,5,288,1,C2,11372,Centro Comercial,8,0.33,73,Medio,0.09,2476012
3796,Supermercado,336,26.1,786133,10.5,1523,10360,586,4,189,0,C3,15602,Calle Comercial,13,0.26,26,Medio,0.07,1031362
3797,Supermercado,281,26.0,504979,8.5,2019,24500,899,7,106,1,ABC1,6305,Centro Comercial,11,0.34,41,Medio,0.07,4241958
3798,Supermercado,218,24.6,475477,14.0,1987,8836,558,6,547,1,C2,11676,Calle Comercial,6,0.16,26,Medio,0.07,1485701
3799,Supermercado,362,31.8,886142,5.0,2152,23709,672,6,347,0,ABC1,6528,Calle Comercial,10,0.1,61,Medio-Alto,0.09,2679706
3800,Supermercado,193,23.8,381177,13.4,578,7651,669,7,148,0,C3,16999,Centro Comercial,8,0.11,34,Económico,0.08,1785114
3801,Supermercado,289,25.6,435070,6.6,2393,9824,402,4,264,0,C3,15747,Barrio Residencial,3,0.23,32,Económico,0.07,907513
3802,Supermercado,325,31.7,480952,4.2,2211,10820,359,2,262,0,C3,12771,Barrio Residencial,2,0.22,43,Medio,0.09,935539
3803,Supermercado,254,25.3,323284,1.8,2127,9893,309,3,622,0,C2,13793,Barrio Residencial,5,0.38,65,Medio-Alto,0.07,951032
3804,Supermercado,168,24.7,414278,0.6,1324,7446,599,6,452,0,C3,14578,Calle Comercial,13,0.22,79,Medio-Alto,0.08,1250924
3805,Supermercado,260,25.6,400791,0.7,662,7967,756,4,229,0,C3,13622,Calle Comercial,5,0.36,40,Medio,0.08,1099024
3806,Supermercado,254,25.4,351590,9.0,1405,8311,461,2,661,0,C2,15785,Barrio Residencial,5,0.22,52,Medio,0.08,834459
3807,Supermercado,207,23.8,413160,4.3,2636,19109,872,4,106,0,ABC1,10527,Shopping,9,0.33,36,Medio,0.08,4244115
3808,Supermercado,368,34.0,554037,6.3,1725,15238,367,3,682,0,ABC1,8593,Barrio Residencial,4,0.29,96,Medio-Alto,0.09,1295219
3809,Supermercado,386,33.5,806296,3.4,1395,14173,842,7,277,0,D,24611,Centro Comercial,6,0.13,40,Medio,0.07,1330494
3810,Supermercado,341,28.7,796515,11.8,1741,10379,739,7,231,0,C3,12862,Calle Comercial,12,0.26,48,Medio,0.07,1788808
3811,Supermercado,386,32.1,786909,8.4,435,14439,618,6,58,0,D,15027,Centro Comercial,13,0.17,26,Medio,0.08,1205546
3812,Supermercado,306,28.5,494137,12.8,2464,18767,705,5,507,1,ABC1,7529,Calle Comercial,14,0.19,78,Medio,0.07,3936327
3813,Supermercado,294,25.9,588045,1.9,1078,6543,403,3,280,1,D,24874,Barrio Residencial,3,0.19,38,Medio,0.07,634686
3814,Supermercado,356,30.4,445622,11.4,2394,13451,658,4,310,0,C3,17454,Calle Comercial,8,0.12,61,Económico,0.08,1786815
3815,Supermercado,356,33.0,879422,11.9,2486,18826,657,8,570,0,C2,15477,Calle Comercial,12,0.16,70,Medio,0.07,2294039
3816,Supermercado,194,20.6,471690,14.3,899,11573,851,8,125,0,D,23764,Shopping,10,0.18,57,Premium,0.08,2088472
3817,Supermercado,301,25.7,467730,1.2,1170,11328,762,5,215,1,D,22871,Calle Comercial,12,0.14,57,Medio,0.08,1428325
3818,Supermercado,191,22.5,310668,12.3,2384,9814,660,8,538,0,C2,12392,Calle Comercial,12,0.18,58,Económico,0.07,1902628
3819,Supermercado,390,27.6,857501,12.0,1011,16287,699,7,484,0,C2,10802,Calle Comercial,7,0.16,81,Medio-Alto,0.09,1823282
3820,Supermercado,238,23.9,515053,10.4,2492,13847,656,6,121,0,C3,16721,Centro Comercial,9,0.27,68,Medio,0.09,3103967
3821,Supermercado,356,29.3,607221,13.3,709,17495,591,6,71,0,D,15399,Shopping,13,0.35,72,Medio,0.09,1906906
3822,Supermercado,313,25.2,537201,9.0,694,12127,753,4,493,0,C2,17213,Calle Comercial,5,0.23,70,Medio,0.09,1499581
3823,Supermercado,353,30.0,551660,2.4,2666,8768,462,5,247,1,D,23046,Barrio Residencial,6,0.28,29,Medio,0.07,727951
3824,Supermercado,376,31.2,700881,12.2,1475,18707,496,5,420,1,ABC1,6081,Barrio Residencial,4,0.29,41,Medio-Alto,0.08,1738145
3825,Supermercado,256,25.5,374118,13.6,2516,23881,792,6,10,0,C2,14086,Shopping,15,0.18,64,Medio,0.07,4894236
3826,Supermercado,303,29.0,632775,10.9,2065,9800,711,6,201,0,D,23924,Centro Comercial,8,0.26,64,Medio-Alto,0.08,2315010
3827,Supermercado,296,25.7,444018,12.7,990,11446,625,8,262,1,C3,13694,Calle Comercial,10,0.11,54,Económico,0.08,1453435
3828,Supermercado,186,19.0,403251,0.4,2512,3392,287,2,302,1,D,24023,Barrio Residencial,2,0.19,49,Medio,0.07,824313
3829,Supermercado,179,19.6,428333,1.2,2616,9027,579,6,336,1,ABC1,5571,Calle Comercial,5,0.34,31,Medio,0.07,2293000
3830,Supermercado,191,22.1,318828,11.8,1668,10427,795,7,271,1,C3,12580,Centro Comercial,7,0.16,93,Premium,0.09,3804405
3831,Supermercado,363,29.4,454569,11.4,732,9639,449,5,742,1,C2,15080,Barrio Residencial,4,0.35,43,Económico,0.08,865300
3832,Supermercado,292,27.7,677621,6.4,479,5989,313,3,770,0,D,17609,Barrio Residencial,3,0.12,41,Medio-Alto,0.09,419680
3833,Supermercado,386,26.2,590827,11.6,1227,30910,560,9,30,0,C2,14525,Shopping,13,0.18,33,Medio,0.08,2206469
3834,Supermercado,262,25.6,520685,7.3,792,14966,785,5,249,0,C3,14248,Centro Comercial,9,0.36,43,Medio,0.08,1527444
3835,Supermercado,331,32.5,478826,5.1,2353,17124,735,5,257,0,C3,12032,Centro Comercial,12,0.17,39,Económico,0.09,2035996
3836,Supermercado,267,26.5,629785,6.7,1056,20609,637,5,109,0,C3,18592,Shopping,13,0.26,69,Medio,0.08,2723239
3837,Supermercado,329,28.2,446439,4.9,1070,13982,810,6,99,0,D,23187,Centro Comercial,11,0.32,64,Medio,0.08,1683244
3838,Supermercado,199,21.5,271485,7.3,1104,14097,764,7,289,1,ABC1,6995,Calle Comercial,14,0.33,37,Medio,0.07,2414817
3839,Supermercado,273,26.2,477376,1.6,717,8149,495,3,388,0,C2,10293,Barrio Residencial,3,0.14,53,Medio-Alto,0.08,903639
3840,Supermercado,380,29.0,512297,9.9,569,20811,755,8,149,0,D,22001,Shopping,13,0.19,41,Medio,0.08,1790739
3841,Supermercado,175,19.2,326076,7.8,2338,7768,655,5,296,0,C3,16310,Centro Comercial,9,0.2,67,Medio,0.08,2660597
3842,Supermercado,265,26.4,563492,1.0,2514,18184,912,6,185,0,C2,12103,Centro Comercial,12,0.34,75,Medio,0.09,4040481
3843,Supermercado,366,29.8,475976,3.9,2630,10167,370,3,337,0,D,18078,Barrio Residencial,5,0.24,62,Económico,0.08,791764
3844,Supermercado,175,21.0,371158,1.3,2273,5424,487,2,500,0,C3,16624,Barrio Residencial,5,0.33,60,Medio,0.08,1012388
3845,Supermercado,274,25.7,342622,14.4,1539,21093,660,5,106,0,C3,21938,Shopping,11,0.17,60,Económico,0.09,2970557
3846,Supermercado,336,26.1,664727,10.3,2561,10553,782,8,336,0,C3,21454,Calle Comercial,13,0.39,46,Medio,0.08,1649534
3847,Supermercado,292,25.2,685309,3.7,2598,9403,618,6,290,0,D,20177,Centro Comercial,6,0.26,23,Económico,0.07,1246226
3848,Supermercado,269,26.7,473735,12.4,1566,13282,614,6,56,0,C2,12226,Calle Comercial,5,0.19,60,Medio,0.07,2159114
3849,Supermercado,268,25.9,509153,11.1,1651,8747,364,4,200,0,C3,15671,Barrio Residencial,3,0.32,41,Medio,0.09,846946
3850,Supermercado,300,29.9,444726,1.0,1416,13533,649,6,100,0,C2,10568,Centro Comercial,11,0.23,96,Medio-Alto,0.09,3137804
3851,Supermercado,396,36.1,591829,5.9,768,24988,866,6,28,0,C2,11881,Centro Comercial,7,0.12,54,Medio,0.08,2382862
3852,Supermercado,275,27.2,632369,4.9,1743,19449,913,9,131,0,C3,17582,Shopping,10,0.39,51,Medio,0.08,3232831
3853,Supermercado,297,25.1,668249,10.6,640,9594,789,7,288,1,C3,18161,Calle Comercial,11,0.34,34,Medio,0.09,1220372
3854,Supermercado,353,26.3,810544,14.3,2200,20586,646,5,124,1,C3,12994,Centro Comercial,12,0.39,67,Medio-Alto,0.08,3577886
3855,Supermercado,307,28.8,406499,11.8,2529,10963,548,6,312,0,C2,15929,Calle Comercial,12,0.28,61,Medio,0.07,2343293
3856,Supermercado,361,26.8,474232,9.5,1406,17299,639,5,61,1,C2,13651,Centro Comercial,10,0.11,59,Medio,0.09,2772677
3857,Supermercado,359,34.6,467544,10.2,2309,8132,278,4,668,0,C3,21327,Barrio Residencial,2,0.12,36,Medio,0.08,644841
3858,Supermercado,255,25.5,432160,11.5,2063,7971,715,8,472,0,D,16229,Calle Comercial,13,0.21,82,Medio-Alto,0.08,1559508
3859,Supermercado,162,18.4,370543,6.9,1638,7281,731,6,81,0,C3,19877,Calle Comercial,11,0.36,27,Medio,0.08,1354033
3860,Supermercado,212,24.9,467554,3.7,2448,7896,382,4,356,1,C2,17018,Barrio Residencial,7,0.16,46,Económico,0.07,1392770
3861,Supermercado,311,30.6,698774,2.1,2326,14801,723,5,584,0,ABC1,5106,Calle Comercial,13,0.11,45,Medio,0.08,1821491
3862,Supermercado,381,34.9,762666,4.8,556,27802,903,8,153,1,ABC1,9113,Centro Comercial,13,0.1,43,Medio,0.08,3255335
3863,Supermercado,285,25.2,575640,14.0,1415,23045,729,4,96,0,ABC1,10442,Shopping,15,0.39,72,Medio-Alto,0.09,5522562
